"","customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn","prob","churn_prob"
"986","9046-JBFWA","Male",0,"No","Yes",27,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.15,537.35,"No",0.790649599484412,0.790649599484412
"987","3280-NMUVX","Male",0,"Yes","Yes",34,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",19.6,678.8,"No",0.888581618012741,0.888581618012741
"988","1206-EHBDD","Female",0,"Yes","No",56,"Yes","No","Fiber optic","Yes","No","Yes","No","No","No","Two year","No","Bank transfer (automatic)",80.3,4513.65,"No",0.914188290910336,0.914188290910336
"989","8361-LBRDI","Female",0,"No","No",58,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",24.35,1423.85,"No",0.976153497111926,0.976153497111926
"990","4883-KCPZJ","Female",0,"Yes","Yes",22,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.25,555.4,"No",0.967826115416318,0.967826115416318
"991","9108-EQPNQ","Female",0,"Yes","Yes",10,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",26.1,225.55,"No",0.951115564229079,0.951115564229079
"992","7277-KAMWT","Male",0,"No","No",13,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20,268.45,"No",0.959828232568862,0.959828232568862
"993","3842-IYKUE","Female",0,"No","No",35,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","No","Month-to-month","No","Credit card (automatic)",85.3,2917.5,"Yes",0.438386364361766,0.438386364361766
"994","6641-XRPSU","Female",0,"No","No",34,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",70,2416.1,"Yes",0.409849505766852,0.409849505766852
"995","1374-DMZUI","Female",1,"No","No",4,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.3,424.45,"Yes",0.0880286255548676,0.0880286255548676
"996","2545-LXYVJ","Male",0,"Yes","No",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.7,1492.1,"No",0.974170024781315,0.974170024781315
"997","3234-VKACU","Male",0,"No","No",2,"Yes","No","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","No","Electronic check",70.3,132.4,"No",0.207362507761149,0.207362507761149
"998","8357-EQXFO","Female",0,"No","No",7,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.35,660.9,"Yes",0.102962456459838,0.102962456459838
"999","1989-PRJHP","Male",1,"Yes","No",27,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.5,1893.95,"Yes",0.312996411909583,0.312996411909583
"1000","8120-JDCAM","Male",0,"Yes","Yes",4,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",69.55,284.9,"No",0.158453125798184,0.158453125798184
"1001","8917-FAEMR","Female",0,"No","No",37,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.85,784.25,"No",0.971366924737815,0.971366924737815
"1002","7047-YXDMZ","Male",0,"No","No",21,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20,417.7,"No",0.773325263444391,0.773325263444391
"1003","2858-EIMXH","Female",1,"Yes","No",53,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",95.85,5016.25,"No",0.498882315719242,0.498882315719242
"1004","9524-EGPJC","Female",0,"No","No",18,"Yes","Yes","Fiber optic","No","No","No","Yes","No","Yes","Month-to-month","Yes","Electronic check",90.1,1612.75,"Yes",0.288031194846726,0.288031194846726
"1005","6993-OHLXR","Female",0,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",68.95,119.75,"Yes",0.100363347667427,0.100363347667427
"1006","8818-XYFCQ","Male",0,"Yes","Yes",32,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",99.55,3204.65,"Yes",0.356494071677092,0.356494071677092
"1007","6419-ZTTLE","Male",1,"Yes","No",23,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Electronic check",20.75,485.2,"No",0.880509595059048,0.880509595059048
"1008","0929-HYQEW","Male",0,"No","No",3,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",50.15,160.85,"No",0.417596135356643,0.417596135356643
"1009","6614-YOLAC","Female",0,"Yes","Yes",71,"No","No phone service","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","No","Mailed check",58.65,4145.25,"No",0.976958300587015,0.976958300587015
"1010","7426-RHZGU","Male",0,"No","No",9,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.9,827.45,"No",0.164467888773658,0.164467888773658
"1011","4065-JJAVA","Female",0,"No","No",1,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",49.5,49.5,"No",0.201612178554204,0.201612178554204
"1012","4695-VADHF","Male",0,"Yes","Yes",18,"Yes","No","DSL","No","No","Yes","No","No","Yes","Month-to-month","No","Electronic check",57.45,990.85,"Yes",0.442894311049978,0.442894311049978
"1013","3863-IUBJR","Male",0,"Yes","Yes",12,"Yes","No","DSL","No","No","No","No","No","Yes","One year","No","Credit card (automatic)",53.65,696.35,"Yes",0.616247247053191,0.616247247053191
"1014","7649-SIJJF","Male",0,"Yes","No",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Mailed check",80.1,5585.4,"No",0.967372719965386,0.967372719965386
"1015","9361-YNQWJ","Female",0,"No","No",64,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",24.4,1601.2,"No",0.918243847500623,0.918243847500623
"1016","3748-FVMZZ","Male",0,"No","No",4,"No","No phone service","DSL","No","No","No","Yes","No","Yes","Month-to-month","Yes","Electronic check",40.05,162.45,"No",0.448385903175114,0.448385903175114
"1017","9391-TTOYH","Female",0,"No","No",23,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.5,470.2,"No",0.786722318912594,0.786722318912594
"1018","1452-XRSJV","Female",0,"Yes","Yes",39,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",51.05,2066,"No",0.729284819606826,0.729284819606826
"1019","3422-WJOYD","Male",0,"Yes","No",28,"Yes","No","DSL","Yes","No","No","Yes","No","No","One year","No","Mailed check",54.35,1426.45,"No",0.849595664534079,0.849595664534079
"1020","8242-SOQUO","Female",1,"No","No",5,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.7,392.5,"No",0.115415127900784,0.115415127900784
"1021","7460-ITWWP","Female",1,"Yes","No",45,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",86.1,3861.45,"No",0.363920892196624,0.363920892196624
"1022","7147-AYBAA","Male",0,"No","No",37,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.35,2552.9,"No",0.406926562572495,0.406926562572495
"1023","7868-TMWMZ","Female",1,"Yes","No",60,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",110,6668.35,"No",0.898614835222357,0.898614835222357
"1024","4822-RVYBB","Male",1,"No","No",8,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.6,819.4,"Yes",0.098721179899052,0.098721179899052
"1025","6732-FZUGP","Female",0,"No","No",47,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","No","One year","No","Credit card (automatic)",94.9,4615.25,"No",0.643946001338821,0.643946001338821
"1026","8436-BJUMM","Male",0,"Yes","Yes",26,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",83.75,2070.6,"Yes",0.273573472272253,0.273573472272253
"1027","4184-TJFAN","Female",1,"Yes","Yes",3,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","No","Month-to-month","Yes","Mailed check",88.3,273.75,"Yes",0.195911341675239,0.195911341675239
"1028","8329-GWVPJ","Female",0,"Yes","Yes",50,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",69.75,3557.7,"No",0.476398838298667,0.476398838298667
"1029","1352-VHKAJ","Male",0,"Yes","Yes",27,"Yes","Yes","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",71.6,1957.1,"No",0.564701523198221,0.564701523198221
"1030","4145-UQXUQ","Female",1,"No","No",8,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",92.1,729.95,"Yes",0.122676967777214,0.122676967777214
"1031","2632-TACXW","Female",0,"Yes","No",62,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",23.65,1416.75,"No",0.974495096196823,0.974495096196823
"1032","8146-QQKZH","Female",0,"Yes","No",71,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",81.85,5924.4,"No",0.966199263988144,0.966199263988144
"1033","1767-CJKBA","Male",0,"No","No",66,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25.1,1697.7,"No",0.978081372678472,0.978081372678472
"1034","6445-TNRXS","Male",0,"Yes","Yes",68,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",114.7,7849.85,"No",0.894888187049846,0.894888187049846
"1035","4581-LNWUM","Female",0,"No","No",13,"No","No phone service","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",49.15,649.4,"No",0.452082232535978,0.452082232535978
"1036","4869-EPIUS","Male",0,"Yes","No",56,"Yes","No","Fiber optic","No","No","No","No","No","Yes","One year","Yes","Electronic check",80.9,4557.5,"No",0.606956826996619,0.606956826996619
"1037","9948-YPTDG","Male",0,"Yes","No",38,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",79.45,3013.05,"Yes",0.532491930773348,0.532491930773348
"1038","1236-WFCDV","Male",1,"No","No",14,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",90.45,1266.1,"Yes",0.179894724594335,0.179894724594335
"1039","1915-OAKWD","Female",0,"No","Yes",16,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",19.3,360.35,"No",0.882304480596419,0.882304480596419
"1040","7296-PIXQY","Female",0,"Yes","Yes",14,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.2,1046.5,"No",0.294492310906288,0.294492310906288
"1041","4883-QICIH","Male",0,"Yes","Yes",32,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",69.75,2347.9,"Yes",0.416330848894109,0.416330848894109
"1042","3354-OADJP","Female",0,"No","No",8,"Yes","No","DSL","Yes","No","No","Yes","No","No","One year","No","Bank transfer (automatic)",54.25,447.75,"No",0.764867592008031,0.764867592008031
"1043","3524-WQDSG","Female",0,"Yes","Yes",43,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",99.3,4209.95,"No",0.276506520690184,0.276506520690184
"1044","0810-DHDBD","Female",0,"No","No",52,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","No","One year","No","Credit card (automatic)",74,3877.65,"No",0.871420421470336,0.871420421470336
"1045","4026-SKKHW","Male",0,"No","No",3,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",50.25,152.3,"No",0.369950772577547,0.369950772577547
"1046","2829-HYVZP","Male",0,"No","No",29,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",19.8,572.2,"No",0.881902404595099,0.881902404595099
"1047","8329-IBCTI","Female",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.65,19.65,"Yes",0.575206307972044,0.575206307972044
"1048","1271-SJBGZ","Male",1,"No","No",12,"No","No phone service","DSL","No","No","Yes","Yes","No","Yes","Month-to-month","Yes","Electronic check",43.65,526.95,"Yes",0.563489728061533,0.563489728061533
"1049","3845-JHAMY","Female",0,"Yes","Yes",16,"No","No phone service","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",35.5,552.7,"No",0.492662637574774,0.492662637574774
"1050","7013-PSXHK","Female",0,"No","No",40,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes","One year","Yes","Mailed check",80.75,3208.65,"No",0.72867877629968,0.72867877629968
"1051","5669-SRAIP","Female",0,"No","No",5,"No","No phone service","DSL","No","No","Yes","No","No","Yes","Month-to-month","No","Electronic check",39.5,210.75,"Yes",0.383007329585248,0.383007329585248
"1052","5981-ITEMU","Male",0,"Yes","No",40,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",97.1,3706.95,"Yes",0.265260062118747,0.265260062118747
"1053","3486-NPGST","Female",0,"No","No",36,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.55,620.75,"No",0.869278349309465,0.869278349309465
"1054","6941-PMGEP","Female",0,"No","No",5,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",80,412.5,"Yes",0.137390114677572,0.137390114677572
"1055","1624-WOIWJ","Female",0,"No","No",10,"Yes","No","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",84.7,832.05,"Yes",0.26342039406082,0.26342039406082
"1056","2074-GKOWZ","Male",0,"Yes","Yes",2,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",89.55,185.55,"Yes",0.0630858490038871,0.0630858490038871
"1057","0376-YMCJC","Male",0,"No","No",23,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",90.6,1943.2,"Yes",0.299239681699693,0.299239681699693
"1058","6100-FJZDG","Male",0,"Yes","Yes",26,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",20.05,505.9,"No",0.875862270197197,0.875862270197197
"1059","4829-ZLJTK","Female",1,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check",112.4,8046.85,"No",0.858235853580583,0.858235853580583
"1060","1730-VFMWO","Female",0,"Yes","No",34,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",50.2,1815.3,"No",0.694749324539667,0.694749324539667
"1061","7143-BQIBA","Male",0,"No","No",10,"Yes","No","DSL","Yes","No","No","Yes","Yes","No","Month-to-month","No","Bank transfer (automatic)",62.25,612.95,"No",0.594115278293214,0.594115278293214
"1062","3800-LYTRK","Female",0,"No","No",14,"Yes","No","DSL","Yes","No","No","Yes","No","No","One year","No","Mailed check",55.7,795.15,"No",0.809733036295281,0.809733036295281
"1063","0634-SZPQA","Female",0,"No","No",23,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",90.05,2169.8,"Yes",0.378101054562261,0.378101054562261
"1064","9646-NMHXE","Male",0,"Yes","No",47,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.65,973.1,"No",0.972400220338309,0.972400220338309
"1065","7030-NJVDP","Male",0,"Yes","No",24,"Yes","No","Fiber optic","Yes","No","No","Yes","No","Yes","Month-to-month","Yes","Electronic check",89.25,2210.2,"No",0.490536116574165,0.490536116574165
"1066","5536-RTPWK","Male",0,"Yes","No",49,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",99.05,4853.75,"Yes",0.322052479591285,0.322052479591285
"1067","8883-GRDWQ","Male",1,"No","No",20,"Yes","No","DSL","Yes","No","No","Yes","No","No","One year","No","Mailed check",54,1055.9,"No",0.834159992045355,0.834159992045355
"1068","6166-ILMNY","Female",0,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",69.75,144.55,"Yes",0.114605633280099,0.114605633280099
"1069","3097-NNSPB","Female",0,"No","No",2,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",49.05,91.1,"Yes",0.244734115664219,0.244734115664219
"1070","7771-ZONAT","Male",0,"No","No",22,"No","No phone service","DSL","No","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",56.75,1304.85,"No",0.924681865571716,0.924681865571716
"1071","0655-RBDUG","Male",0,"No","No",7,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",98.05,713,"Yes",0.100631794535143,0.100631794535143
"1072","2111-DWYHN","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",21.1,21.1,"No",0.574550314428569,0.574550314428569
"1073","4194-WHFCB","Female",0,"Yes","Yes",59,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",96.65,5580.8,"No",0.463847368275061,0.463847368275061
"1074","4121-AGSIN","Female",0,"Yes","Yes",58,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)",24.5,1497.9,"No",0.919545003618319,0.919545003618319
"1075","4361-BKAXE","Female",0,"No","No",41,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",114.5,4527.45,"Yes",0.396420192989048,0.396420192989048
"1076","9845-PEEKO","Female",1,"No","No",59,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Two year","Yes","Credit card (automatic)",79.2,4590.35,"No",0.868735510479691,0.868735510479691
"1077","0455-XFASS","Female",0,"Yes","Yes",3,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.55,200.2,"No",0.130007336518662,0.130007336518662
"1078","0301-KOBTQ","Male",0,"No","No",32,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",20.05,614.45,"No",0.965871543053585,0.965871543053585
"1079","1751-NCDLI","Male",1,"Yes","No",46,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.85,4564.9,"No",0.297296375209332,0.297296375209332
"1080","9878-TNQGW","Male",0,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",80.95,171.15,"Yes",0.0845741356305664,0.0845741356305664
"1081","9170-ARBTB","Female",0,"Yes","Yes",52,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",19.6,1012.4,"No",0.895437603561336,0.895437603561336
"1082","4441-NIHPT","Female",1,"No","No",13,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",74.3,940.35,"Yes",0.239763269730609,0.239763269730609
"1083","8999-BOHSE","Female",1,"No","No",11,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",89.7,1047.7,"Yes",0.171739635860479,0.171739635860479
"1084","7241-AJHFS","Male",0,"No","No",32,"Yes","Yes","Fiber optic","Yes","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",87.65,2766.4,"No",0.534209940511609,0.534209940511609
"1085","7029-RPUAV","Male",1,"Yes","No",17,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",100.45,1622.45,"Yes",0.145682235372146,0.145682235372146
"1086","4546-FOKWR","Female",0,"No","No",16,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",74.75,1129.35,"No",0.253714036371832,0.253714036371832
"1087","9036-CSKBW","Female",0,"No","No",51,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","No","Bank transfer (automatic)",107.45,5680.9,"No",0.596387853553401,0.596387853553401
"1088","5832-TRLPB","Male",0,"No","No",29,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",75.35,2243.9,"No",0.720307593564428,0.720307593564428
"1089","8590-YFFQO","Male",0,"Yes","No",70,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Credit card (automatic)",64.95,4523.25,"No",0.974993886534758,0.974993886534758
"1090","8659-IOOPU","Female",0,"Yes","Yes",71,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes","Two year","No","Electronic check",100.45,7159.7,"No",0.923942682770981,0.923942682770981
"1091","1338-CECEE","Male",0,"Yes","Yes",41,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","No","One year","No","Bank transfer (automatic)",68.5,2839.95,"No",0.718662660726891,0.718662660726891
"1092","7439-DKZTW","Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",80.55,80.55,"No",0.0576700676260795,0.0576700676260795
"1093","4646-QZXTF","Female",0,"Yes","No",7,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",81.25,580.1,"No",0.427892676043282,0.427892676043282
"1094","4607-CHPCA","Male",0,"Yes","Yes",25,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","One year","Yes","Electronic check",90.4,2178.6,"Yes",0.385663228101146,0.385663228101146
"1095","9742-XOKTS","Male",0,"Yes","Yes",67,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No","One year","No","Electronic check",89.55,6038.55,"No",0.811119423917317,0.811119423917317
"1096","6921-OZMFH","Male",0,"Yes","Yes",5,"Yes","Yes","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",55.7,259.4,"No",0.380521560799995,0.380521560799995
"1097","9578-FOMUK","Male",0,"No","Yes",15,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",24.8,324.15,"No",0.741439019620545,0.741439019620545
"1098","4712-UYOOI","Female",0,"Yes","Yes",20,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",20,417.65,"No",0.781223523706048,0.781223523706048
"1099","8824-RWFXJ","Male",0,"Yes","Yes",3,"Yes","No","DSL","No","Yes","Yes","No","No","No","Month-to-month","Yes","Mailed check",56.15,168.15,"Yes",0.262159131111789,0.262159131111789
"1100","7722-CVFXN","Male",0,"Yes","Yes",54,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check",105.2,5637.85,"No",0.567788703329394,0.567788703329394
"1101","8717-VCTXJ","Male",0,"No","No",42,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",19.55,839.4,"No",0.894249823729623,0.894249823729623
"1102","7363-QTBIW","Female",0,"Yes","No",9,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",79.75,769.1,"No",0.197219853395018,0.197219853395018
"1103","4159-NAAIX","Female",0,"No","No",63,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Two year","No","Bank transfer (automatic)",97.45,6253,"No",0.829843166508744,0.829843166508744
"1104","0971-QIFJK","Female",0,"Yes","No",69,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",24.25,1641.8,"No",0.976223489230037,0.976223489230037
"1105","9397-TZSHA","Female",0,"No","No",69,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",24.6,1678.05,"No",0.976747666012912,0.976747666012912
"1106","3391-JSQEW","Male",0,"Yes","No",40,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",50.15,2058.5,"No",0.622514787578817,0.622514787578817
"1107","0343-QLUZP","Male",0,"No","No",60,"No","No phone service","DSL","Yes","Yes","Yes","No","No","No","Two year","No","Bank transfer (automatic)",39.6,2424.5,"No",0.965742502541783,0.965742502541783
"1108","9763-PDTKK","Female",0,"No","No",4,"Yes","No","Fiber optic","Yes","No","Yes","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",94.4,387.2,"Yes",0.189819151760876,0.189819151760876
"1109","2176-LVPNX","Female",1,"No","No",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check",89.85,6293.45,"No",0.960311443996569,0.960311443996569
"1110","7627-JKIAZ","Female",0,"Yes","No",37,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",78.95,2839.65,"Yes",0.359882449906055,0.359882449906055
"1111","3312-UUMZW","Male",0,"Yes","No",32,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",98.85,3145.9,"No",0.252617827520689,0.252617827520689
"1112","1271-UODNO","Male",0,"No","No",39,"Yes","Yes","DSL","No","No","No","Yes","No","No","Two year","Yes","Credit card (automatic)",53.85,2200.7,"No",0.947201552341913,0.947201552341913
"1113","8461-EFQYM","Female",0,"No","No",38,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Electronic check",24.25,914.4,"No",0.900734588097174,0.900734588097174
"1114","6900-RBKER","Male",0,"No","No",52,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Two year","Yes","Credit card (automatic)",89.45,4577.75,"No",0.815934380351963,0.815934380351963
"1115","6891-JPYFF","Female",0,"Yes","Yes",48,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",105.25,4997.5,"No",0.404337637761666,0.404337637761666
"1116","1459-QNFQT","Male",0,"Yes","Yes",70,"No","No phone service","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",59.5,4144.8,"No",0.974683165732921,0.974683165732921
"1117","1047-NNCBF","Male",0,"No","No",20,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",70.55,1493.55,"No",0.341281814606815,0.341281814606815
